goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	sexCode	sexDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071		M	Male																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719		_T	Both sexes																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719		F	Female																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719		M	Male																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578		_T	Both sexes																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578		F	Female																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578		M	Male																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984		_T	Both sexes	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data			99.0		99.0	2016
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984		F	Female	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data			99.0		99.0	2016
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984		M	Male	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data			99.0		99.0	2016
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323		_T	Both sexes																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323		F	Female																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323		M	Male																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882		_T	Both sexes																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882		F	Female																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882		M	Male																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428		_T	Both sexes	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data	11.43				11.43	2014
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428		F	Female	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data	7.27				7.27	2014
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428		M	Male	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data	16.03				16.03	2014
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075		_T	Both sexes	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data				93.49	93.49	2017
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075		F	Female	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data				94.99	94.99	2017
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075		M	Male	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data				91.48	91.48	2017
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737		_T	Both sexes																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737		F	Female																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737		M	Male																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031		_T	Both sexes	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data	75.37				75.37	2014
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031		F	Female																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031		M	Male																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191		_T	Both sexes																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191		F	Female																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191		M	Male																	
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834		_T	Both sexes	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data		71.04	72.39	74.21	74.21	2017
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834		F	Female	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data		68.46	71.19	73.75	73.75	2017
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834		M	Male	PT	Percentage							ITU World Telecommunication/ICT Indicators database.		C: Country data		74.1	73.61	74.66	74.66	2017
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2019.Q3.G.01	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656		_T	Both sexes																	
